date,service_name,resource_id,region,cost_usd,usage_hours,tag_owner,tag_project,tag_environment,anomaly_label
2024-06-11,Lambda,res-lambda-60b05e16,ap-south-1,46.84,21.31,team-frontend,project-beta,production,normal
2024-06-12,Lambda,res-lambda-60b05e16,ap-south-1,48.19,18.75,team-frontend,project-beta,production,normal
2024-06-13,Lambda,res-lambda-60b05e16,ap-south-1,44.67,19.82,team-frontend,project-beta,production,normal
2024-06-14,Lambda,res-lambda-60b05e16,ap-south-1,43.75,21.2,team-frontend,project-beta,production,normal
2024-06-15,Lambda,res-lambda-60b05e16,ap-south-1,44.1,21.02,team-frontend,project-beta,production,normal
2024-06-16,Lambda,res-lambda-60b05e16,ap-south-1,46.58,19.01,team-frontend,project-beta,production,normal
2024-06-17,Lambda,res-lambda-60b05e16,ap-south-1,47.01,23.65,team-frontend,project-beta,production,normal
2024-06-18,Lambda,res-lambda-60b05e16,ap-south-1,45.36,18.93,team-frontend,project-beta,production,normal
2024-06-19,Lambda,res-lambda-60b05e16,ap-south-1,46.53,21.95,team-frontend,project-beta,production,normal
2024-06-20,Lambda,res-lambda-60b05e16,ap-south-1,43.16,22.32,team-frontend,project-beta,production,normal
2024-06-21,Lambda,res-lambda-60b05e16,ap-south-1,42.13,21.63,team-frontend,project-beta,production,normal
2024-06-22,Lambda,res-lambda-60b05e16,ap-south-1,44.0,23.06,team-frontend,project-beta,production,normal
2024-06-23,Lambda,res-lambda-60b05e16,ap-south-1,46.67,21.38,team-frontend,project-beta,production,normal
2024-06-24,Lambda,res-lambda-60b05e16,ap-south-1,46.79,22.95,team-frontend,project-beta,production,normal
2024-06-25,Lambda,res-lambda-60b05e16,ap-south-1,47.63,18.17,team-frontend,project-beta,production,normal
2024-06-26,Lambda,res-lambda-60b05e16,ap-south-1,48.32,18.27,team-frontend,project-beta,production,normal
2024-06-27,Lambda,res-lambda-60b05e16,ap-south-1,44.34,21.85,team-frontend,project-beta,production,normal
2024-06-28,Lambda,res-lambda-60b05e16,ap-south-1,46.15,21.46,team-frontend,project-beta,production,normal
2024-06-29,Lambda,res-lambda-60b05e16,ap-south-1,43.97,21.91,team-frontend,project-beta,production,normal
2024-06-30,Lambda,res-lambda-60b05e16,ap-south-1,42.62,22.6,team-frontend,project-beta,production,normal
2024-01-01,EKS,res-eks-f03f0f15,us-east-1,329.4,20.99,team-infra,project-alpha,production,normal
2024-01-02,EKS,res-eks-f03f0f15,us-east-1,328.83,21.76,team-infra,project-alpha,production,normal
2024-01-03,EKS,res-eks-f03f0f15,us-east-1,328.98,19.74,team-infra,project-alpha,production,normal
2024-01-04,EKS,res-eks-f03f0f15,us-east-1,309.4,23.74,team-infra,project-alpha,production,normal
2024-01-05,EKS,res-eks-f03f0f15,us-east-1,293.66,20.9,team-infra,project-alpha,production,normal
2024-01-06,EKS,res-eks-f03f0f15,us-east-1,286.94,22.83,team-infra,project-alpha,production,normal
2024-01-07,EKS,res-eks-f03f0f15,us-east-1,308.06,22.11,team-infra,project-alpha,production,normal
2024-01-08,EKS,res-eks-f03f0f15,us-east-1,313.9,19.78,team-infra,project-alpha,production,normal
2024-01-09,EKS,res-eks-f03f0f15,us-east-1,319.45,18.44,team-infra,project-alpha,production,normal
2024-01-10,EKS,res-eks-f03f0f15,us-east-1,322.32,18.36,team-infra,project-alpha,production,normal
2024-01-11,EKS,res-eks-f03f0f15,us-east-1,318.47,20.64,team-infra,project-alpha,production,normal
2024-01-12,EKS,res-eks-f03f0f15,us-east-1,298.38,20.91,team-infra,project-alpha,production,normal
2024-01-13,EKS,res-eks-f03f0f15,us-east-1,287.19,19.22,team-infra,project-alpha,production,normal
2024-01-14,EKS,res-eks-f03f0f15,us-east-1,314.13,21.64,team-infra,project-alpha,production,normal
2024-01-15,EKS,res-eks-f03f0f15,us-east-1,333.68,19.88,team-infra,project-alpha,production,normal
2024-01-16,EKS,res-eks-f03f0f15,us-east-1,319.16,22.31,team-infra,project-alpha,production,normal
2024-01-17,EKS,res-eks-f03f0f15,us-east-1,315.45,22.41,team-infra,project-alpha,production,normal
2024-01-18,EKS,res-eks-f03f0f15,us-east-1,303.41,23.16,team-infra,project-alpha,production,normal
2024-01-19,EKS,res-eks-f03f0f15,us-east-1,287.94,23.85,team-infra,project-alpha,production,normal
2024-01-20,EKS,res-eks-f03f0f15,us-east-1,303.67,18.78,team-infra,project-alpha,production,normal
2024-01-21,EKS,res-eks-f03f0f15,us-east-1,308.88,20.22,team-infra,project-alpha,production,normal
2024-01-22,EKS,res-eks-f03f0f15,us-east-1,326.17,21.37,team-infra,project-alpha,production,normal
2024-01-23,EKS,res-eks-f03f0f15,us-east-1,316.46,19.91,team-infra,project-alpha,production,normal
2024-01-24,EKS,res-eks-f03f0f15,us-east-1,312.57,20.8,team-infra,project-alpha,production,normal
2024-01-25,EKS,res-eks-f03f0f15,us-east-1,309.85,19.6,team-infra,project-alpha,production,normal
2024-01-26,EKS,res-eks-f03f0f15,us-east-1,291.59,19.49,team-infra,project-alpha,production,normal
2024-01-27,EKS,res-eks-f03f0f15,us-east-1,313.31,18.58,team-infra,project-alpha,production,normal
2024-01-28,EKS,res-eks-f03f0f15,us-east-1,306.28,19.74,team-infra,project-alpha,production,normal
2024-01-29,EKS,res-eks-f03f0f15,us-east-1,324.29,20.3,team-infra,project-alpha,production,normal
2024-01-30,EKS,res-eks-f03f0f15,us-east-1,334.21,21.69,team-infra,project-alpha,production,normal
2024-01-31,EKS,res-eks-f03f0f15,us-east-1,303.25,19.49,team-infra,project-alpha,production,normal
2024-02-01,EKS,res-eks-f03f0f15,us-east-1,287.25,23.19,team-infra,project-alpha,production,normal
2024-02-02,EKS,res-eks-f03f0f15,us-east-1,281.39,18.96,team-infra,project-alpha,production,normal
2024-02-03,EKS,res-eks-f03f0f15,us-east-1,309.16,19.96,team-infra,project-alpha,production,normal
2024-02-04,EKS,res-eks-f03f0f15,us-east-1,304.87,21.47,team-infra,project-alpha,production,normal
2024-02-05,EKS,res-eks-f03f0f15,us-east-1,346.84,19.88,team-infra,project-alpha,production,normal
2024-02-06,EKS,res-eks-f03f0f15,us-east-1,319.61,22.58,team-infra,project-alpha,production,normal
2024-02-07,EKS,res-eks-f03f0f15,us-east-1,318.48,20.99,team-infra,project-alpha,production,normal
2024-02-08,EKS,res-eks-f03f0f15,us-east-1,317.31,21.09,team-infra,project-alpha,production,normal
2024-02-09,EKS,res-eks-f03f0f15,us-east-1,312.64,20.99,team-infra,project-alpha,production,normal
2024-02-10,EKS,res-eks-f03f0f15,us-east-1,316.3,19.85,team-infra,project-alpha,production,normal
2024-02-11,EKS,res-eks-f03f0f15,us-east-1,321.24,18.14,team-infra,project-alpha,production,normal
2024-02-12,EKS,res-eks-f03f0f15,us-east-1,332.01,23.67,team-infra,project-alpha,production,normal
2024-02-13,EKS,res-eks-f03f0f15,us-east-1,330.89,21.03,team-infra,project-alpha,production,normal
2024-02-14,EKS,res-eks-f03f0f15,us-east-1,324.12,23.8,team-infra,project-alpha,production,normal
2024-02-15,EKS,res-eks-f03f0f15,us-east-1,298.26,19.29,team-infra,project-alpha,production,normal
2024-02-16,EKS,res-eks-f03f0f15,us-east-1,287.65,20.12,team-infra,project-alpha,production,normal
2024-02-17,EKS,res-eks-f03f0f15,us-east-1,297.85,18.3,team-infra,project-alpha,production,normal
2024-02-18,EKS,res-eks-f03f0f15,us-east-1,308.42,20.97,team-infra,project-alpha,production,normal
2024-02-19,EKS,res-eks-f03f0f15,us-east-1,317.74,23.29,team-infra,project-alpha,production,normal
2024-02-20,EKS,res-eks-f03f0f15,us-east-1,331.9,21.93,team-infra,project-alpha,production,normal
2024-02-21,EKS,res-eks-f03f0f15,us-east-1,325.8,20.82,team-infra,project-alpha,production,normal
2024-02-22,EKS,res-eks-f03f0f15,us-east-1,304.08,21.22,team-infra,project-alpha,production,normal
2024-02-23,EKS,res-eks-f03f0f15,us-east-1,307.96,23.08,team-infra,project-alpha,production,normal
2024-02-24,EKS,res-eks-f03f0f15,us-east-1,287.68,20.59,team-infra,project-alpha,production,normal
2024-02-25,EKS,res-eks-f03f0f15,us-east-1,308.2,23.29,team-infra,project-alpha,production,normal
2024-02-26,EKS,res-eks-f03f0f15,us-east-1,315.19,22.37,team-infra,project-alpha,production,normal
2024-02-27,EKS,res-eks-f03f0f15,us-east-1,306.91,22.58,team-infra,project-alpha,production,normal
2024-02-28,EKS,res-eks-f03f0f15,us-east-1,315.94,20.2,team-infra,project-alpha,production,normal
2024-02-29,EKS,res-eks-f03f0f15,us-east-1,302.17,20.4,team-infra,project-alpha,production,normal
2024-03-01,EKS,res-eks-f03f0f15,us-east-1,308.28,21.42,team-infra,project-alpha,production,normal
2024-03-02,EKS,res-eks-f03f0f15,us-east-1,303.52,19.17,team-infra,project-alpha,production,normal
2024-03-03,EKS,res-eks-f03f0f15,us-east-1,300.48,21.32,team-infra,project-alpha,production,normal
2024-03-04,EKS,res-eks-f03f0f15,us-east-1,340.04,18.44,team-infra,project-alpha,production,normal
2024-03-05,EKS,res-eks-f03f0f15,us-east-1,337.02,21.03,team-infra,project-alpha,production,normal
2024-03-06,EKS,res-eks-f03f0f15,us-east-1,322.26,22.59,team-infra,project-alpha,production,normal
2024-03-07,EKS,res-eks-f03f0f15,us-east-1,301.21,19.68,team-infra,project-alpha,production,normal
2024-03-08,EKS,res-eks-f03f0f15,us-east-1,286.4,23.93,team-infra,project-alpha,production,normal
2024-03-09,EKS,res-eks-f03f0f15,us-east-1,294.56,22.08,team-infra,project-alpha,production,normal
2024-03-10,EKS,res-eks-f03f0f15,us-east-1,320.13,18.71,team-infra,project-alpha,production,normal
2024-03-11,EKS,res-eks-f03f0f15,us-east-1,340.33,23.85,team-infra,project-alpha,production,normal
2024-03-12,EKS,res-eks-f03f0f15,us-east-1,340.16,20.36,team-infra,project-alpha,production,normal
2024-03-13,EKS,res-eks-f03f0f15,us-east-1,312.08,22.77,team-infra,project-alpha,production,normal
2024-03-14,EKS,res-eks-f03f0f15,us-east-1,293.09,20.03,team-infra,project-alpha,production,normal
2024-03-15,EKS,res-eks-f03f0f15,us-east-1,296.13,23.63,team-infra,project-alpha,production,normal
2024-03-16,EKS,res-eks-f03f0f15,us-east-1,282.08,22.53,team-infra,project-alpha,production,normal
2024-03-17,EKS,res-eks-f03f0f15,us-east-1,313.01,19.19,team-infra,project-alpha,production,normal
2024-03-18,EKS,res-eks-f03f0f15,us-east-1,320.69,21.05,team-infra,project-alpha,production,normal
2024-03-19,EKS,res-eks-f03f0f15,us-east-1,320.57,21.0,team-infra,project-alpha,production,normal
2024-03-20,EKS,res-eks-f03f0f15,us-east-1,301.57,18.27,team-infra,project-alpha,production,normal
2024-03-21,EKS,res-eks-f03f0f15,us-east-1,307.95,18.82,team-infra,project-alpha,production,normal
2024-03-22,EKS,res-eks-f03f0f15,us-east-1,290.18,20.0,team-infra,project-alpha,production,normal
2024-03-23,EKS,res-eks-f03f0f15,us-east-1,287.43,20.84,team-infra,project-alpha,production,normal
2024-03-24,EKS,res-eks-f03f0f15,us-east-1,283.29,20.74,team-infra,project-alpha,production,normal
2024-03-25,EKS,res-eks-f03f0f15,us-east-1,321.85,21.64,team-infra,project-alpha,production,normal
2024-03-26,EKS,res-eks-f03f0f15,us-east-1,342.4,21.09,team-infra,project-alpha,production,normal
2024-03-27,EKS,res-eks-f03f0f15,us-east-1,332.51,19.97,team-infra,project-alpha,production,normal
2024-03-28,EKS,res-eks-f03f0f15,us-east-1,299.12,21.68,team-infra,project-alpha,production,normal
2024-03-29,EKS,res-eks-f03f0f15,us-east-1,289.56,18.98,team-infra,project-alpha,production,normal
2024-03-30,EKS,res-eks-f03f0f15,us-east-1,302.07,23.94,team-infra,project-alpha,production,normal
2024-03-31,EKS,res-eks-f03f0f15,us-east-1,300.72,22.44,team-infra,project-alpha,production,normal
2024-04-01,EKS,res-eks-f03f0f15,us-east-1,325.03,19.8,team-infra,project-alpha,production,normal
2024-04-02,EKS,res-eks-f03f0f15,us-east-1,332.58,20.02,team-infra,project-alpha,production,normal
2024-04-03,EKS,res-eks-f03f0f15,us-east-1,328.38,22.97,team-infra,project-alpha,production,normal
2024-04-04,EKS,res-eks-f03f0f15,us-east-1,302.36,21.19,team-infra,project-alpha,production,normal
2024-04-05,EKS,res-eks-f03f0f15,us-east-1,1201.66,20.85,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-06,EKS,res-eks-f03f0f15,us-east-1,1189.15,22.04,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-07,EKS,res-eks-f03f0f15,us-east-1,1148.78,19.85,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-08,EKS,res-eks-f03f0f15,us-east-1,223.95,21.78,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-09,EKS,res-eks-f03f0f15,us-east-1,1347.65,23.8,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-10,EKS,res-eks-f03f0f15,us-east-1,1236.54,21.47,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-11,EKS,res-eks-f03f0f15,us-east-1,1124.68,20.88,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-12,EKS,res-eks-f03f0f15,us-east-1,215.67,21.72,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-13,EKS,res-eks-f03f0f15,us-east-1,177.28,22.93,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-14,EKS,res-eks-f03f0f15,us-east-1,1177.24,23.69,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-15,EKS,res-eks-f03f0f15,us-east-1,1102.14,20.65,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-16,EKS,res-eks-f03f0f15,us-east-1,150.73,22.14,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-17,EKS,res-eks-f03f0f15,us-east-1,1235.48,23.52,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-18,EKS,res-eks-f03f0f15,us-east-1,216.99,22.36,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-19,EKS,res-eks-f03f0f15,us-east-1,1111.12,19.24,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-20,EKS,res-eks-f03f0f15,us-east-1,208.94,20.87,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-21,EKS,res-eks-f03f0f15,us-east-1,188.88,20.76,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-22,EKS,res-eks-f03f0f15,us-east-1,1166.67,20.13,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-23,EKS,res-eks-f03f0f15,us-east-1,223.97,22.08,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-24,EKS,res-eks-f03f0f15,us-east-1,1329.52,21.66,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-25,EKS,res-eks-f03f0f15,us-east-1,175.12,19.67,team-infra,project-alpha,production,autoscaling_misconfiguration
2024-04-26,EKS,res-eks-f03f0f15,us-east-1,297.49,19.79,team-infra,project-alpha,production,normal
2024-04-27,EKS,res-eks-f03f0f15,us-east-1,285.76,23.65,team-infra,project-alpha,production,normal
2024-04-28,EKS,res-eks-f03f0f15,us-east-1,314.34,23.89,team-infra,project-alpha,production,normal
2024-04-29,EKS,res-eks-f03f0f15,us-east-1,321.77,22.63,team-infra,project-alpha,production,normal
2024-04-30,EKS,res-eks-f03f0f15,us-east-1,309.36,22.23,team-infra,project-alpha,production,normal
2024-05-01,EKS,res-eks-f03f0f15,us-east-1,327.79,22.14,team-infra,project-alpha,production,normal
2024-05-02,EKS,res-eks-f03f0f15,us-east-1,296.59,20.93,team-infra,project-alpha,production,normal
2024-05-03,EKS,res-eks-f03f0f15,us-east-1,287.72,20.88,team-infra,project-alpha,production,normal
2024-05-04,EKS,res-eks-f03f0f15,us-east-1,299.67,21.36,team-infra,project-alpha,production,normal
2024-05-05,EKS,res-eks-f03f0f15,us-east-1,320.68,23.61,team-infra,project-alpha,production,normal
2024-05-06,EKS,res-eks-f03f0f15,us-east-1,312.3,22.33,team-infra,project-alpha,production,normal
2024-05-07,EKS,res-eks-f03f0f15,us-east-1,325.71,19.73,team-infra,project-alpha,production,normal
2024-05-08,EKS,res-eks-f03f0f15,us-east-1,320.8,21.44,team-infra,project-alpha,production,normal
2024-05-09,EKS,res-eks-f03f0f15,us-east-1,309.58,21.26,team-infra,project-alpha,production,normal
2024-05-10,EKS,res-eks-f03f0f15,us-east-1,296.45,23.37,team-infra,project-alpha,production,normal
2024-05-11,EKS,res-eks-f03f0f15,us-east-1,294.6,20.37,team-infra,project-alpha,production,normal
2024-05-12,EKS,res-eks-f03f0f15,us-east-1,302.3,20.07,team-infra,project-alpha,production,normal
2024-05-13,EKS,res-eks-f03f0f15,us-east-1,322.95,22.64,team-infra,project-alpha,production,normal
2024-05-14,EKS,res-eks-f03f0f15,us-east-1,314.65,18.88,team-infra,project-alpha,production,normal
2024-05-15,EKS,res-eks-f03f0f15,us-east-1,288.97,18.25,team-infra,project-alpha,production,normal
2024-05-16,EKS,res-eks-f03f0f15,us-east-1,307.25,23.73,team-infra,project-alpha,production,normal
2024-05-17,EKS,res-eks-f03f0f15,us-east-1,302.89,18.47,team-infra,project-alpha,production,normal
2024-05-18,EKS,res-eks-f03f0f15,us-east-1,276.77,23.54,team-infra,project-alpha,production,normal
2024-05-19,EKS,res-eks-f03f0f15,us-east-1,300.61,21.94,team-infra,project-alpha,production,normal
2024-05-20,EKS,res-eks-f03f0f15,us-east-1,328.1,22.48,team-infra,project-alpha,production,normal
2024-05-21,EKS,res-eks-f03f0f15,us-east-1,345.18,19.28,team-infra,project-alpha,production,normal
2024-05-22,EKS,res-eks-f03f0f15,us-east-1,316.92,22.97,team-infra,project-alpha,production,normal
2024-05-23,EKS,res-eks-f03f0f15,us-east-1,296.65,19.63,team-infra,project-alpha,production,normal
2024-05-24,EKS,res-eks-f03f0f15,us-east-1,293.27,21.37,team-infra,project-alpha,production,normal
2024-05-25,EKS,res-eks-f03f0f15,us-east-1,310.17,19.63,team-infra,project-alpha,production,normal
2024-05-26,EKS,res-eks-f03f0f15,us-east-1,303.99,18.66,team-infra,project-alpha,production,normal
2024-05-27,EKS,res-eks-f03f0f15,us-east-1,314.4,22.45,team-infra,project-alpha,production,normal
2024-05-28,EKS,res-eks-f03f0f15,us-east-1,320.4,19.44,team-infra,project-alpha,production,normal
2024-05-29,EKS,res-eks-f03f0f15,us-east-1,307.67,18.3,team-infra,project-alpha,production,normal
2024-05-30,EKS,res-eks-f03f0f15,us-east-1,304.39,23.43,team-infra,project-alpha,production,normal
2024-05-31,EKS,res-eks-f03f0f15,us-east-1,309.26,19.35,team-infra,project-alpha,production,normal
2024-06-01,EKS,res-eks-f03f0f15,us-east-1,300.77,19.4,team-infra,project-alpha,production,normal
2024-06-02,EKS,res-eks-f03f0f15,us-east-1,307.65,18.6,team-infra,project-alpha,production,normal
2024-06-03,EKS,res-eks-f03f0f15,us-east-1,319.3,19.98,team-infra,project-alpha,production,normal
2024-06-04,EKS,res-eks-f03f0f15,us-east-1,309.87,20.83,team-infra,project-alpha,production,normal
2024-06-05,EKS,res-eks-f03f0f15,us-east-1,325.12,22.09,team-infra,project-alpha,production,normal
2024-06-06,EKS,res-eks-f03f0f15,us-east-1,302.57,18.82,team-infra,project-alpha,production,normal
2024-06-07,EKS,res-eks-f03f0f15,us-east-1,293.29,23.79,team-infra,project-alpha,production,normal
2024-06-08,EKS,res-eks-f03f0f15,us-east-1,326.42,23.87,team-infra,project-alpha,production,normal
2024-06-09,EKS,res-eks-f03f0f15,us-east-1,312.78,18.95,team-infra,project-alpha,production,normal
2024-06-10,EKS,res-eks-f03f0f15,us-east-1,314.85,21.92,team-infra,project-alpha,production,normal
2024-06-11,EKS,res-eks-f03f0f15,us-east-1,320.95,23.28,team-infra,project-alpha,production,normal
2024-06-12,EKS,res-eks-f03f0f15,us-east-1,327.64,20.85,team-infra,project-alpha,production,normal
2024-06-13,EKS,res-eks-f03f0f15,us-east-1,304.31,21.9,team-infra,project-alpha,production,normal
2024-06-14,EKS,res-eks-f03f0f15,us-east-1,282.16,22.54,team-infra,project-alpha,production,normal
2024-06-15,EKS,res-eks-f03f0f15,us-east-1,306.1,19.72,team-infra,project-alpha,production,normal
2024-06-16,EKS,res-eks-f03f0f15,us-east-1,303.79,19.71,team-infra,project-alpha,production,normal
2024-06-17,EKS,res-eks-f03f0f15,us-east-1,340.22,18.35,team-infra,project-alpha,production,normal
2024-06-18,EKS,res-eks-f03f0f15,us-east-1,335.65,22.61,team-infra,project-alpha,production,normal
2024-06-19,EKS,res-eks-f03f0f15,us-east-1,312.47,21.91,team-infra,project-alpha,production,normal
2024-06-20,EKS,res-eks-f03f0f15,us-east-1,314.93,19.39,team-infra,project-alpha,production,normal
2024-06-21,EKS,res-eks-f03f0f15,us-east-1,295.49,22.43,team-infra,project-alpha,production,normal
2024-06-22,EKS,res-eks-f03f0f15,us-east-1,305.5,23.1,team-infra,project-alpha,production,normal
2024-06-23,EKS,res-eks-f03f0f15,us-east-1,314.51,18.22,team-infra,project-alpha,production,normal
2024-06-24,EKS,res-eks-f03f0f15,us-east-1,313.94,23.53,team-infra,project-alpha,production,normal
2024-06-25,EKS,res-eks-f03f0f15,us-east-1,318.83,20.51,team-infra,project-alpha,production,normal
2024-06-26,EKS,res-eks-f03f0f15,us-east-1,326.51,23.03,team-infra,project-alpha,production,normal
2024-06-27,EKS,res-eks-f03f0f15,us-east-1,300.23,23.6,team-infra,project-alpha,production,normal
2024-06-28,EKS,res-eks-f03f0f15,us-east-1,291.32,18.22,team-infra,project-alpha,production,normal
2024-06-29,EKS,res-eks-f03f0f15,us-east-1,289.35,23.02,team-infra,project-alpha,production,normal
2024-06-30,EKS,res-eks-f03f0f15,us-east-1,313.94,22.73,team-infra,project-alpha,production,normal
2024-01-01,EKS,res-eks-88c9539e,ap-south-1,342.05,23.26,team-data,project-gamma,production,normal
2024-01-02,EKS,res-eks-88c9539e,ap-south-1,314.7,18.06,team-data,project-gamma,production,normal
2024-01-03,EKS,res-eks-88c9539e,ap-south-1,316.96,21.41,team-data,project-gamma,production,normal
2024-01-04,EKS,res-eks-88c9539e,ap-south-1,316.12,18.64,team-data,project-gamma,production,normal
2024-01-05,EKS,res-eks-88c9539e,ap-south-1,294.18,23.9,team-data,project-gamma,production,normal
2024-01-06,EKS,res-eks-88c9539e,ap-south-1,301.92,19.71,team-data,project-gamma,production,normal
2024-01-07,EKS,res-eks-88c9539e,ap-south-1,300.12,23.93,team-data,project-gamma,production,normal
2024-01-08,EKS,res-eks-88c9539e,ap-south-1,326.26,21.26,team-data,project-gamma,production,normal
2024-01-09,EKS,res-eks-88c9539e,ap-south-1,323.29,20.96,team-data,project-gamma,production,normal
2024-01-10,EKS,res-eks-88c9539e,ap-south-1,326.09,23.63,team-data,project-gamma,production,normal
2024-01-11,EKS,res-eks-88c9539e,ap-south-1,314.08,23.11,team-data,project-gamma,production,normal
2024-01-12,EKS,res-eks-88c9539e,ap-south-1,317.8,20.81,team-data,project-gamma,production,normal
2024-01-13,EKS,res-eks-88c9539e,ap-south-1,303.06,19.16,team-data,project-gamma,production,normal
2024-01-14,EKS,res-eks-88c9539e,ap-south-1,313.03,18.68,team-data,project-gamma,production,normal
2024-01-15,EKS,res-eks-88c9539e,ap-south-1,324.0,18.97,team-data,project-gamma,production,normal
2024-01-16,EKS,res-eks-88c9539e,ap-south-1,321.67,20.75,team-data,project-gamma,production,normal
2024-01-17,EKS,res-eks-88c9539e,ap-south-1,319.94,19.54,team-data,project-gamma,production,normal
2024-01-18,EKS,res-eks-88c9539e,ap-south-1,300.59,19.12,team-data,project-gamma,production,normal
2024-01-19,EKS,res-eks-88c9539e,ap-south-1,296.38,22.42,team-data,project-gamma,production,normal
2024-01-20,EKS,res-eks-88c9539e,ap-south-1,309.66,22.74,team-data,project-gamma,production,normal
2024-01-21,EKS,res-eks-88c9539e,ap-south-1,300.64,21.41,team-data,project-gamma,production,normal
2024-01-22,EKS,res-eks-88c9539e,ap-south-1,333.13,22.54,team-data,project-gamma,production,normal
2024-01-23,EKS,res-eks-88c9539e,ap-south-1,337.96,19.05,team-data,project-gamma,production,normal
2024-01-24,EKS,res-eks-88c9539e,ap-south-1,315.6,23.14,team-data,project-gamma,production,normal
2024-01-25,EKS,res-eks-88c9539e,ap-south-1,283.97,23.38,team-data,project-gamma,production,normal
2024-01-26,EKS,res-eks-88c9539e,ap-south-1,289.51,22.96,team-data,project-gamma,production,normal
2024-01-27,EKS,res-eks-88c9539e,ap-south-1,309.47,21.09,team-data,project-gamma,production,normal
2024-01-28,EKS,res-eks-88c9539e,ap-south-1,309.79,18.52,team-data,project-gamma,production,normal
2024-01-29,EKS,res-eks-88c9539e,ap-south-1,312.46,22.02,team-data,project-gamma,production,normal
2024-01-30,EKS,res-eks-88c9539e,ap-south-1,320.19,19.11,team-data,project-gamma,production,normal
2024-01-31,EKS,res-eks-88c9539e,ap-south-1,324.71,18.84,team-data,project-gamma,production,normal
2024-02-01,EKS,res-eks-88c9539e,ap-south-1,308.25,19.94,team-data,project-gamma,production,normal
2024-02-02,EKS,res-eks-88c9539e,ap-south-1,292.77,19.49,team-data,project-gamma,production,normal
2024-02-03,EKS,res-eks-88c9539e,ap-south-1,294.6,19.56,team-data,project-gamma,production,normal
2024-02-04,EKS,res-eks-88c9539e,ap-south-1,306.36,19.41,team-data,project-gamma,production,normal
2024-02-05,EKS,res-eks-88c9539e,ap-south-1,313.2,22.52,team-data,project-gamma,production,normal
2024-02-06,EKS,res-eks-88c9539e,ap-south-1,340.87,23.72,team-data,project-gamma,production,normal
2024-02-07,EKS,res-eks-88c9539e,ap-south-1,313.66,19.81,team-data,project-gamma,production,normal
2024-02-08,EKS,res-eks-88c9539e,ap-south-1,314.35,22.34,team-data,project-gamma,production,normal
2024-02-09,EKS,res-eks-88c9539e,ap-south-1,308.35,18.07,team-data,project-gamma,production,normal
2024-02-10,EKS,res-eks-88c9539e,ap-south-1,306.8,21.92,team-data,project-gamma,production,normal
2024-02-11,EKS,res-eks-88c9539e,ap-south-1,305.99,22.16,team-data,project-gamma,production,normal
2024-02-12,EKS,res-eks-88c9539e,ap-south-1,326.02,18.37,team-data,project-gamma,production,normal
2024-02-13,EKS,res-eks-88c9539e,ap-south-1,324.88,18.71,team-data,project-gamma,production,normal
2024-02-14,EKS,res-eks-88c9539e,ap-south-1,308.14,19.84,team-data,project-gamma,production,normal
2024-02-15,EKS,res-eks-88c9539e,ap-south-1,306.23,20.43,team-data,project-gamma,production,normal
2024-02-16,EKS,res-eks-88c9539e,ap-south-1,284.46,21.02,team-data,project-gamma,production,normal
2024-02-17,EKS,res-eks-88c9539e,ap-south-1,308.5,23.37,team-data,project-gamma,production,normal
2024-02-18,EKS,res-eks-88c9539e,ap-south-1,305.68,22.22,team-data,project-gamma,production,normal
2024-02-19,EKS,res-eks-88c9539e,ap-south-1,324.06,19.87,team-data,project-gamma,production,normal
2024-02-20,EKS,res-eks-88c9539e,ap-south-1,327.87,18.7,team-data,project-gamma,production,normal
2024-02-21,EKS,res-eks-88c9539e,ap-south-1,314.27,23.5,team-data,project-gamma,production,normal
2024-02-22,EKS,res-eks-88c9539e,ap-south-1,308.61,19.77,team-data,project-gamma,production,normal
2024-02-23,EKS,res-eks-88c9539e,ap-south-1,290.69,21.69,team-data,project-gamma,production,normal
2024-02-24,EKS,res-eks-88c9539e,ap-south-1,305.67,19.31,team-data,project-gamma,production,normal
2024-02-25,EKS,res-eks-88c9539e,ap-south-1,297.48,18.8,team-data,project-gamma,production,normal
2024-02-26,EKS,res-eks-88c9539e,ap-south-1,323.34,18.92,team-data,project-gamma,production,normal
